,id,year,make,model,trim1,trim2,make_model
2730,6a9f9efb69d3,2015.0,Lexus,GS 350,GS 350,Base,Lexus_GS 350
2736,6ad39f596bc0,2012.0,Lexus,IS 250C,IS 250C,Base,Lexus_IS 250C
2745,6b064c1d95e6,2013.0,Lexus,ES 300h,ES 300h,Base,Lexus_ES 300h
2752,6b5110da42d4,2015.0,Lexus,RX 350,RX 350,Base w/ Premium Pkg,Lexus_RX 350
2765,6bc690f933fb,2010.0,Lexus,RX 350,RX 350,,Lexus_RX 350
2824,6e016b8b3617,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
2840,6eac6753fae8,2013.0,Lexus,CT 200h,CT 200h,Base W/F SPORT Pkg,Lexus_CT 200h
2841,6eb5839ff3b7,2014.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
2887,704d3fe1b544,2014.0,Lexus,ES 350,ES 350,Base Luxury Pkg,Lexus_ES 350
2893,708f4376461f,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
2895,70971a15df7d,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
2917,713d731b073f,2015.0,Lexus,NX 300h,NX 300h,Base,Lexus_NX 300h
3001,7490e1a4c0f3,2014.0,Lexus,GX 460,GX 460,Luxury,Lexus_GX 460
3048,7632368824f9,2015.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
3062,76ad84f5280c,2013.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
3095,77ffd70c84c5,2013.0,Lexus,RX 350,RX 350,F SPORT,Lexus_RX 350
3115,78f2c1ce6f95,2015.0,Lexus,NX 200t,NX 200t,Base,Lexus_NX 200t
3162,7a92ab52f92d,2014.0,Lexus,GX 460,GX 460,Base,Lexus_GX 460
3209,7c3bdca07863,2014.0,Lexus,LS 460,LS 460,Base w/ F Sport Pkg,Lexus_LS 460
3213,7c6f18b71c64,2014.0,Lexus,GS 350,GS 350,Base w/ Premium Pkg,Lexus_GS 350
3219,7c9d46a29cb5,2014.0,Lexus,ES 350,ES 350,Base w/ Luxury Pkg,Lexus_ES 350
3235,7d735a485d32,2012.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
3278,7f2969e41cfb,2015.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
3318,810c70b14c8b,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3345,822fba0e7c48,2015.0,Lexus,RC 350,RC 350,Base w/Luxury Pkg,Lexus_RC 350
3356,82b04925445b,2014.0,Lexus,RX 350,RX 350,F SPORT,Lexus_RX 350
3363,82e7d3094ff5,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
3378,83649ef803b7,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3473,874252c86923,2013.0,Lexus,GS 350,GS 350,Base w/Luxury Pkg,Lexus_GS 350
3484,87aedbdf843e,2011.0,Lexus,CT 200h,CT 200h,Premium,Lexus_CT 200h
3520,88d8f9610cff,2013.0,Lexus,GS 450h,GS 450h,Base,Lexus_GS 450h
3565,8a5c686e7be8,2013.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3635,8d6bd820c070,2013.0,Lexus,GS 350,GS 350,Base,Lexus_GS 350
3669,8ecc9c7d58e4,2014.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
3672,8edfaed0cc16,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3687,8f961d8f9f99,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
3707,90c8cd7a1e35,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3726,9178d44da004,2014.0,Lexus,RX 350,RX 350,Base W/ Comfort Pkg,Lexus_RX 350
3765,92faeabda7a4,2013.0,Lexus,RX 350,RX 350,Base W/ Premium Pkg,Lexus_RX 350
3772,931c60bbf9db,2014.0,Lexus,CT 200h,CT 200h,Premium,Lexus_CT 200h
3823,951af036e898,2014.0,Lexus,ES 350,ES 350,Base w/ Premium Pkg,Lexus_ES 350
3855,96e7aca3d1ca,2016.0,Lexus,RC 300,RC 300,Base w/Premium Pkg,Lexus_RC 300
3894,987c8435fbbb,2013.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3906,98db3ae45a4a,2009.0,Lexus,SC 430,SC 430,Base,Lexus_SC 430
3939,99da3a0c2d34,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
3980,9b83c913f844,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
3985,9ba43f1cdc30,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
3999,9c30cd05bd04,2013.0,Lexus,GS 350,GS 350,Base,Lexus_GS 350
4002,9c4286493bde,2013.0,Lexus,CT 200h,CT 200h,F SPORT W/ Premium Pkg,Lexus_CT 200h
4022,9d01f603d9e3,2013.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
4058,9e59c3190000,2013.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
4094,a070dbb32d2b,2011.0,Lexus,HS 250h,HS 250h,Premium w/Tech pkg,Lexus_HS 250h
4117,a0e60d49e906,2010.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
4132,a18578103067,2014.0,Lexus,ES 350,ES 350,Base w/Luxury Pkg,Lexus_ES 350
4150,a27207bbe125,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
4225,a576a297b08e,2014.0,Lexus,ES 350,ES 350,Base w/ Luxury Pkg,Lexus_ES 350
4255,a67333bd4065,2014.0,Lexus,GX 460,GX 460,Base,Lexus_GX 460
4263,a6b120e38fea,2012.0,Lexus,CT 200h,CT 200h,,Lexus_CT 200h
4298,a83d34eae838,2013.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
4310,a883c0ef63b6,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
4460,ad5a6a058944,2016.0,Lexus,RC 200t,RC 200t,Base,Lexus_RC 200t
4475,adadc5a06385,2015.0,Lexus,IS 350C,IS 350C,Base,Lexus_IS 350C
4496,ae3b72a2cf43,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
4511,aeab975668be,2014.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
4568,b0fa43d1b12c,2014.0,Lexus,ES 300h,ES 300h,Base,Lexus_ES 300h
4600,b230b56b052e,2014.0,Lexus,GS 350,GS 350,Base w/Premium Pkg,Lexus_GS 350
4694,b58cc561e560,2016.0,Lexus,NX 200t,NX 200t,F SPORT,Lexus_NX 200t
4704,b5ed53ee1328,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
4747,b7de3c62f07d,2012.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
4787,b9bddb6bebcf,2015.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
4874,bd260a9c8c29,2015.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
4891,bda71b6e4fbd,2014.0,Lexus,RX 350,RX 350,Premium W/ Sport Appearance Pkg,Lexus_RX 350
4894,bdab8c3f04a6,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
4913,be5c28ef6ac8,2014.0,Lexus,RX 350,RX 350,Base W/ Luxury Pkg,Lexus_RX 350
4982,c10bf620c7fc,2014.0,Lexus,GS 350,GS 350,Base,Lexus_GS 350
4991,c1646e6cdfef,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5031,c2fd977bfb86,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5044,c346762aac9f,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5049,c3614abc7405,2014.0,Lexus,RX 450h,RX 450h,Base,Lexus_RX 450h
5057,c3b159a958bf,2015.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5065,c3e2353d4043,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5077,c45ca3d084ee,2013.0,Lexus,RX 350,RX 350,Base W/ Premium Pkg,Lexus_RX 350
5113,c5c941b05b46,2015.0,Lexus,NX 200t,NX 200t,F SPORT,Lexus_NX 200t
5216,c95613642a41,2013.0,Lexus,CT 200h,CT 200h,Base W/ F SPORT Pkg,Lexus_CT 200h
5307,cd85a6ee8f5c,2015.0,Lexus,NX 300h,NX 300h,Base,Lexus_NX 300h
5391,d06c72a0bd31,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5437,d2722529e0fa,2014.0,Lexus,GS 350,GS 350,Base,Lexus_GS 350
5518,d54aa68efac4,2015.0,Lexus,NX 200t,NX 200t,F SPORT,Lexus_NX 200t
5548,d68bd0186dcf,2014.0,Lexus,IS 350,IS 350,Base W/ F Sport Pkg,Lexus_IS 350
5569,d77d743600b5,2012.0,Lexus,CT 200h,CT 200h,Premium,Lexus_CT 200h
5659,db2f15e4721e,2013.0,Lexus,RX 350,RX 350,Base w/Premium Pkg,Lexus_RX 350
5670,dbb89b915ffd,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
5712,dce98cb34ebc,2014.0,Lexus,CT 200h,CT 200h,Base W/F Sport Pkg,Lexus_CT 200h
5747,de1a41d35ffe,2015.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
5783,df642435a951,2014.0,Lexus,IS 250C,IS 250C,Base,Lexus_IS 250C
5801,e049bff27295,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5936,e69cbbc834d1,2015.0,Lexus,RX 350,RX 350,Base W/ Premium Pkg,Lexus_RX 350
5950,e778b8b46001,2015.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
5970,e80da5b4582e,2014.0,Lexus,CT 200h,CT 200h,Premium Pkg,Lexus_CT 200h
6037,eb23989aef3f,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
6080,ecf3076e5d5d,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
6127,ee449e629c00,2014.0,Lexus,IS 350C,IS 350C,Base,Lexus_IS 350C
6132,ee7db1e66466,2014.0,Lexus,CT 200h,CT 200h,F SPORT,Lexus_CT 200h
6151,ef5567efd904,2016.0,Lexus,IS 350,IS 350,Base w/F SPORT pkg,Lexus_IS 350
6195,f1232ddd732d,2014.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
6203,f19095fa70df,2013.0,Lexus,RX 350,RX 350,Base,Lexus_RX 350
6225,f24ca6cc1ba0,2013.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
6333,f70052627830,2006.0,Lexus,GS 300,GS 300,Base,Lexus_GS 300
6350,f792574afe14,2015.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
6353,f79f5d3b536b,2015.0,Lexus,RX 350,RX 350,Base w/ Premium Pkg,Lexus_RX 350
6354,f7a04b7cdd65,2015.0,Lexus,IS 250,IS 250,Base,Lexus_IS 250
6356,f7ad86e13ed7,2013.0,Lexus,ES 300h,ES 300h,Base,Lexus_ES 300h
6381,f88e52d4c5c7,2016.0,Lexus,ES 350,ES 350,Base,Lexus_ES 350
6481,fc1fe919626d,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
6542,fe89a9fddc52,2014.0,Lexus,CT 200h,CT 200h,Base,Lexus_CT 200h
114,0493f0ce4a01,2014.0,MINI,Countryman,Countryman,Cooper S w/ Sport Pkg,MINI_Countryman
168,06803cf93d06,2016.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
212,08a646be6b30,2009.0,MINI,Cooper,Cooper,Base,MINI_Cooper
229,0956c73a60a3,2013.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
307,0d1a9caf4350,2016.0,MINI,Countryman,Countryman,Cooper S,MINI_Countryman
550,172d69469ff2,2013.0,MINI,Coupe,Coupe,Cooper S w/Sport Pkg,MINI_Coupe
655,1bdeeeacc45d,2012.0,MINI,Cooper Convertible,Cooper Convertible,Base,MINI_Cooper Convertible
673,1c7963267aab,2013.0,MINI,Roadster,Roadster,Cooper Cold Weather Pkg,MINI_Roadster
736,1e47e1231d8a,2014.0,MINI,Countryman,Countryman,Cooper S ALL4,MINI_Countryman
781,1ff68f0d8005,2012.0,MINI,Cooper Hardtop,Cooper Hardtop,S,MINI_Cooper Hardtop
946,261df3db41ee,2013.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
1015,28d9a149cb02,2012.0,MINI,Cooper Hardtop,Cooper Hardtop,S,MINI_Cooper Hardtop
1137,2d0123a850b0,2013.0,MINI,Clubman,Clubman,Cooper,MINI_Clubman
1355,355654f67030,2013.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
1362,35843c211d33,2012.0,MINI,Cooper Hardtop,Cooper Hardtop,,MINI_Cooper Hardtop
1455,38e1264d7f50,2013.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
1511,3a78d4337a83,2013.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
1522,3adced94e027,2013.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
1584,3d33e3e3c89c,2014.0,MINI,Countryman,Countryman,Cooper S ALL4,MINI_Countryman
1743,4363a3fed3a2,2014.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
1774,44f9bc692b69,2011.0,MINI,Cooper Clubman,Cooper Clubman,Base,MINI_Cooper Clubman
1803,460d11c4f023,2013.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
1811,46562684485a,2013.0,MINI,Paceman,Paceman,Cooper S,MINI_Paceman
1851,47ea8f25c948,2011.0,MINI,Cooper Clubman,Cooper Clubman,Base,MINI_Cooper Clubman
1860,48285c8210ce,2009.0,MINI,Cooper Clubman,Cooper Clubman,S,MINI_Cooper Clubman
1879,48b3f0c936b5,2014.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
1930,4adf21536327,2013.0,MINI,Coupe,Coupe,Cooper,MINI_Coupe
1948,4b74275babf7,2016.0,MINI,Convertible,Convertible,Cooper,MINI_Convertible
2037,4e3733cff428,2016.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
2073,4f552e308808,2016.0,MINI,Clubman,Clubman,Cooper S,MINI_Clubman
2394,5de358d115a2,2013.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
2408,5e91f8238a14,2014.0,MINI,Paceman,Paceman,Cooper S,MINI_Paceman
2644,68063940a6ab,2014.0,MINI,Paceman,Paceman,Cooper,MINI_Paceman
2773,6bff9e10288e,2012.0,MINI,Cooper Coupe,Cooper Coupe,Base,MINI_Cooper Coupe
2778,6c274b4a9a87,2016.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
2984,73d82c85175b,2015.0,MINI,Countryman,Countryman,Cooper S ALL4,MINI_Countryman
3033,75a904cbe432,2013.0,MINI,Clubman,Clubman,Cooper S Premium Pkg 2,MINI_Clubman
3225,7cdc2676f394,2013.0,MINI,Clubman,Clubman,Cooper S,MINI_Clubman
3275,7f0b41fb8de9,2015.0,MINI,Paceman,Paceman,Cooper S ALL4,MINI_Paceman
3386,83bccefca2a6,2013.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
3411,84a0355026a4,2014.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
3500,882efc3f4f2a,2011.0,MINI,Cooper Countryman,Cooper Countryman,S ALL4,MINI_Cooper Countryman
3573,8aa8fd0eb905,2014.0,MINI,Paceman,Paceman,Cooper S,MINI_Paceman
3595,8bba087191df,2014.0,MINI,Convertible,Convertible,Cooper S,MINI_Convertible
3663,8e78c266b870,2014.0,MINI,Countryman,Countryman,Cooper,MINI_Countryman
3743,9200fc2df32f,2015.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
4147,a25528fe8a9e,2011.0,MINI,Cooper,Cooper,John Cooper Works,MINI_Cooper
4259,a69329b30e05,2013.0,MINI,Paceman,Paceman,Cooper S,MINI_Paceman
4271,a711d323ae92,2014.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
4384,aafec7d06b29,2014.0,MINI,Countryman,Countryman,Cooper S ALL4,MINI_Countryman
4408,abdd2740b4e3,2013.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
4551,b02548876642,2013.0,MINI,Clubman,Clubman,Cooper S,MINI_Clubman
4782,b98c63cd6102,2016.0,MINI,Convertible,Convertible,Cooper S w/Sport Pkg,MINI_Convertible
4951,bf9a32258ef4,2014.0,MINI,Clubman,Clubman,Cooper S,MINI_Clubman
5048,c35fc45d124c,2013.0,MINI,Clubman,Clubman,Cooper,MINI_Clubman
5231,c9f382c7349e,2012.0,MINI,Cooper Convertible,Cooper Convertible,S,MINI_Cooper Convertible
5268,cb921d0a8873,2012.0,MINI,Cooper Countryman,Cooper Countryman,S ALL4 w/ Sport Pkg,MINI_Cooper Countryman
5531,d5ab49e0985c,2014.0,MINI,Hardtop,Hardtop,Cooper S,MINI_Hardtop
5556,d6fe0bb72044,2013.0,MINI,Countryman,Countryman,Cooper S ALL4,MINI_Countryman
5724,dd4ac003db55,2014.0,MINI,Roadster,Roadster,Cooper S,MINI_Roadster
5987,e8d1cdc37098,2015.0,MINI,Hardtop,Hardtop,Cooper,MINI_Hardtop
6099,ed73965e456e,2013.0,MINI,Countryman,Countryman,Cooper,MINI_Countryman
6139,eeb7eeca738e,2015.0,MINI,Coupe,Coupe,John Cooper Works,MINI_Coupe
6291,f50769787a2d,2013.0,MINI,Countryman,Countryman,Cooper S,MINI_Countryman
6309,f5ecee137dcc,2012.0,MINI,Cooper Coupe,Cooper Coupe,S,MINI_Cooper Coupe
6342,f742ae31e352,2011.0,MINI,Cooper Countryman,Cooper Countryman,S ALL4,MINI_Cooper Countryman
6358,f7cb3afb2104,2013.0,MINI,Paceman,Paceman,Cooper S,MINI_Paceman
6384,f8b6f4c39204,2014.0,MINI,Roadster,Roadster,Cooper S,MINI_Roadster
6557,fefa0531e7b1,2014.0,MINI,Countryman,Countryman,Cooper S ALL4 w/Cold Weather Pkg,MINI_Countryman
2,000aa097d423,2012.0,Mazda,MAZDA6,MAZDA6,i Sport,Mazda_MAZDA6
12,0075b9ff9bca,2013.0,Mazda,CX-9,CX-9,Sport,Mazda_CX-9
15,008d02b91746,2015.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
26,00f145d0d769,2012.0,Mazda,MAZDA6,MAZDA6,i Sport,Mazda_MAZDA6
93,0391b6df64c3,2014.0,Mazda,CX-9,CX-9,Grand Touring,Mazda_CX-9
152,061053933410,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
190,0789bed99cb8,2014.0,Mazda,Mazda3,Mazda3,s Grand Touring,Mazda_Mazda3
296,0cce02afe3a5,2012.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
300,0cdfe597590f,2013.0,Mazda,MAZDA3,MAZDA3,i Grand Touring,Mazda_MAZDA3
366,0f25cbfdcb93,2013.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
413,11acc40dc0ea,2010.0,Mazda,CX-7,CX-7,s Touring,Mazda_CX-7
528,16665fc68056,2012.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
566,17fe7cf11f5d,2015.0,Mazda,Mazda5,Mazda5,Sport,Mazda_Mazda5
569,18216136d5eb,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
597,19754e2e7ef8,2014.0,Mazda,CX-5,CX-5,Touring,Mazda_CX-5
615,1a17a1bd648b,2011.0,Mazda,CX-7,CX-7,i SV,Mazda_CX-7
650,1ba84b81628e,2014.0,Mazda,CX-5,CX-5,Touring,Mazda_CX-5
659,1c1cd0a47ecf,2014.0,Mazda,MAZDA5,MAZDA5,Sport,Mazda_MAZDA5
706,1d49a33854bd,2012.0,Mazda,Mazda3,Mazda3,i Grand Touring,Mazda_Mazda3
838,221e04329427,2013.0,Mazda,MAZDA3,MAZDA3,i Grand Touring,Mazda_MAZDA3
868,2330aefb62a8,2012.0,Mazda,MAZDA3,MAZDA3,i Touring,Mazda_MAZDA3
869,2335eef27de6,2011.0,Mazda,Mazda2,Mazda2,Sport,Mazda_Mazda2
907,249fd4951753,2013.0,Mazda,MAZDA6,MAZDA6,i Sport,Mazda_MAZDA6
944,26010d8d6002,2013.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
962,26fddb40f794,2012.0,Mazda,MAZDA6,MAZDA6,i Sport,Mazda_MAZDA6
1024,292f59c6a347,2010.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
1055,2a67dc0e82de,2012.0,Mazda,MAZDA3,MAZDA3,i Grand Touring,Mazda_MAZDA3
1071,2ac699eaa74e,2013.0,Mazda,MAZDA3,MAZDA3,i SV,Mazda_MAZDA3
1146,2d300e543653,2014.0,Mazda,CX-5,CX-5,Touring,Mazda_CX-5
1177,2e22eeb9ecef,2013.0,Mazda,Mazda3,Mazda3,i SV,Mazda_Mazda3
1238,3010e2d5510e,2015.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
1317,33a310ea7462,2012.0,Mazda,Mazda5,Mazda5,Grand Touring,Mazda_Mazda5
1331,3434a0f916da,2016.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
1346,34e3856e3cb6,2014.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
1356,3558f6b41d17,2013.0,Mazda,CX-9,CX-9,Grand Touring,Mazda_CX-9
1368,35bf6c35bb85,2014.0,Mazda,MAZDA3,MAZDA3,i Sport,Mazda_MAZDA3
1418,3735e299e303,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
1485,39a4d45e157e,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring,Mazda_Mazda6
1496,3a18f19ae1b5,2012.0,Mazda,MAZDA3,MAZDA3,i Touring,Mazda_MAZDA3
1514,3a9724b60ca7,2014.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
1527,3b07aa1341be,2015.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
1569,3cb897484a5b,2015.0,Mazda,Mazda3,Mazda3,i Touring w/Technology Pkg,Mazda_Mazda3
1599,3dd13fa2c3d9,2014.0,Mazda,CX-5,CX-5,Sport,Mazda_CX-5
1619,3ec0b69399f9,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
1658,400b3c0068df,2015.0,Mazda,CX-9,CX-9,Sport,Mazda_CX-9
1700,42018a8a67d9,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring,Mazda_Mazda6
1800,45e136a27ef4,2014.0,Mazda,MAZDA6,MAZDA6,i Grand Touring,Mazda_MAZDA6
1887,491bdbf9d514,2013.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
1918,4a75fe9078ec,2013.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
1950,4b80dcbf9fd7,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
2058,4ecb36728bac,2016.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
2092,500651bf28d6,2011.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
2125,5181ff97c8c3,2013.0,Mazda,Mazda3,Mazda3,i SV,Mazda_Mazda3
2210,55640724f2ac,2012.0,Mazda,MAZDASPEED3,MAZDASPEED3,Touring,Mazda_MAZDASPEED3
2225,55f1a506404e,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
2228,56023a17481b,2008.0,Mazda,Tribute,Tribute,s Sport,Mazda_Tribute
2279,589563c12cbe,2013.0,Mazda,MAZDA3,MAZDA3,i Grand Touring,Mazda_MAZDA3
2352,5c517a128bed,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring Technology Pkg,Mazda_Mazda6
2353,5c58e07703e4,2016.0,Mazda,Mazda6,Mazda6,i Sport,Mazda_Mazda6
2391,5dc3df11d0e7,2015.0,Mazda,MAZDA6,MAZDA6,i Grand Touring,Mazda_MAZDA6
2453,6053ed0e3b81,2015.0,Mazda,Mazda5,Mazda5,Sport,Mazda_Mazda5
2485,619182bcd5da,2015.0,Mazda,MAZDA5,MAZDA5,Sport,Mazda_MAZDA5
2570,64f53715f98a,2014.0,Mazda,Mazda2,Mazda2,Sport,Mazda_Mazda2
2627,6745933f7ce2,2013.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
2661,6896cfc3d889,2013.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
2670,68c696971bf4,2012.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
2672,68d1a43b6b7c,2014.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
2677,690771c5b664,2013.0,Mazda,CX-5,CX-5,Sport,Mazda_CX-5
2698,69cc11902a2e,2015.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
2751,6b33129963ad,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring,Mazda_Mazda6
2809,6d907857cbee,2014.0,Mazda,Mazda3,Mazda3,i Grand Touring,Mazda_Mazda3
2844,6ebf8689d15b,2014.0,Mazda,MAZDA3,MAZDA3,i Sport,Mazda_MAZDA3
2862,6f734c23565f,2015.0,Mazda,MAZDA5,MAZDA5,Sport,Mazda_MAZDA5
2898,70b4b5182109,2013.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
2915,7128773221a9,2016.0,Mazda,Mazda3,Mazda3,i Grand Touring,Mazda_Mazda3
2940,72a67c54b431,2016.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
2943,72c344f03bbf,2015.0,Mazda,Mazda6,Mazda6,i Sport,Mazda_Mazda6
2945,72d6dfb35c5f,2014.0,Mazda,Mazda3,Mazda3,s Grand Touring,Mazda_Mazda3
2972,739d0cd2c184,2014.0,Mazda,Mazda6,Mazda6,i Sport,Mazda_Mazda6
2982,73d0cf18c78d,2012.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
3029,7570e32c33da,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring,Mazda_Mazda6
3066,76dfc7e735c4,2013.0,Mazda,MAZDA3,MAZDA3,i SV,Mazda_MAZDA3
3088,77a5ffbf6080,2014.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
3143,799863f92e16,2012.0,Mazda,Mazda3,Mazda3,i Touring,Mazda_Mazda3
3205,7c107c6fa78c,2016.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
3208,7c2efe21a582,2014.0,Mazda,CX-5,CX-5,Touring,Mazda_CX-5
3252,7e40a46c73a1,2015.0,Mazda,Mazda5,Mazda5,Sport,Mazda_Mazda5
3261,7e8fea28e8d5,2014.0,Mazda,Mazda6,Mazda6,i Touring,Mazda_Mazda6
3316,80e1959ba2e3,2015.0,Mazda,CX-5,CX-5,Touring,Mazda_CX-5
3325,8156c3405aa3,2013.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
3328,816bf017d0eb,2015.0,Mazda,CX-9,CX-9,Grand Touring,Mazda_CX-9
3349,82678974695a,2012.0,Mazda,CX-9,CX-9,Touring,Mazda_CX-9
3399,843763f47895,2012.0,Mazda,MAZDASPEED3,MAZDASPEED3,Touring,Mazda_MAZDASPEED3
3406,84884df739b0,2014.0,Mazda,MAZDA5,MAZDA5,Sport,Mazda_MAZDA5
3416,84e8c7872b96,2013.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
3426,853c8d27d322,2014.0,Mazda,Mazda3,Mazda3,i Sport,Mazda_Mazda3
3433,857e79e097fa,2012.0,Mazda,MAZDA3,MAZDA3,i Sport,Mazda_MAZDA3
